year,month,city,district,price_riyals,area_m2,no_deals,status,realstate_cls,realstate_type
2018,مارس,الرياض,حي/الخزامى,26014756,14890.33,7,معتمدة,,
2018,ابريل,الرياض,حي/الخزامى,21303326,3920.98,9,معتمدة,,
2018,مايو,الرياض,حي/الخزامى,27585400,4598.1900000000005,9,معتمدة,,
2018,يونيو,الرياض,حي/الخزامى,736000,113.1,1,معتمدة,,
2018,يوليو,الرياض,حي/الخزامى,7700000,1136.26,3,معتمدة,,
2018,اوغسطس,الرياض,حي/الخزامى,1470000,600.0,1,معتمدة,,
2018,سبتمبر,الرياض,حي/الخزامى,4200000,1105.52,5,معتمدة,,
2018,اكتوبر,الرياض,حي/الخزامى,37844751,10935.579999999998,11,معتمدة,,
2018,نوفمبر,الرياض,حي/الخزامى,858000,390.0,1,معتمدة,,
2018,ديسمبر,الرياض,حي/الخزامى,12521986,3578.48,5,معتمدة,,
2018,يناير,الرياض,حي/الخليج,13402750,6096.18,14,معتمدة,,
2018,فبراير,الرياض,حي/الخليج,60095655,22034.915,32,معتمدة,,
2018,مارس,الرياض,حي/الخليج,16402391,7858.55,16,معتمدة,,
2018,ابريل,الرياض,حي/الخليج,27127707,15052.8,31,معتمدة,,
2018,مايو,الرياض,حي/الخليج,21555202,10723.630000000001,22,معتمدة,,
2018,يونيو,الرياض,حي/الخليج,6395000,4089.58,8,معتمدة,,
2018,يوليو,الرياض,حي/الخليج,7263165,4294.82,11,معتمدة,,
2018,اوغسطس,الرياض,حي/الخليج,6893432,5151.75,12,معتمدة,,
2018,سبتمبر,الرياض,حي/الخليج,16258261,7404.46,12,معتمدة,,
2018,اكتوبر,الرياض,حي/الخليج,14162702,9684.0,16,معتمدة,,
2018,نوفمبر,الرياض,حي/الخليج,20059961,12307.57,22,معتمدة,,
2018,ديسمبر,الرياض,حي/الخليج,21770439,11486.56,23,معتمدة,,
2018,يناير,الرياض,حي/الخير,35053580,248082.52000000005,312,معتمدة,,
2018,فبراير,الرياض,حي/الخير,41435995,327458.295,405,معتمدة,,
2018,مارس,الرياض,حي/الخير,48717500,324898.16000000015,396,معتمدة,,
2018,ابريل,الرياض,حي/الخير,48950799,277021.79,339,معتمدة,,
2018,مايو,الرياض,حي/الخير,41506175,283077.75,360,معتمدة,,
2018,يونيو,الرياض,حي/الخير,13523992,125529.90000000001,163,معتمدة,,
2018,يوليو,الرياض,حي/الخير,44008523,312814.21500000026,406,معتمدة,,
2018,اوغسطس,الرياض,حي/الخير,18675944,129567.09000000003,173,معتمدة,,
2018,سبتمبر,الرياض,حي/الخير,31841250,224294.42999999996,295,معتمدة,,
2018,اكتوبر,الرياض,حي/الخير,67127098,459559.3749999998,632,معتمدة,,
2018,نوفمبر,الرياض,حي/الخير,72091700,437826.005,559,معتمدة,,
2018,ديسمبر,الرياض,حي/الخير,132121464,781857.6699999998,981,معتمدة,,
2018,يناير,الرياض,حي/الدار البيضاء,63854349,34589.9,65,معتمدة,,
2018,فبراير,الرياض,حي/الدار البيضاء,73577640,66495.69999999998,64,معتمدة,,
2018,مارس,الرياض,حي/الدار البيضاء,37711044,28606.499999999996,71,معتمدة,,
2018,ابريل,الرياض,حي/الدار البيضاء,43008655,29488.019999999997,59,معتمدة,,
2018,مايو,الرياض,حي/الدار البيضاء,31367633,18081.53,42,معتمدة,,
2018,يونيو,الرياض,حي/الدار البيضاء,36014240,44112.705,13,معتمدة,,
2018,يوليو,الرياض,حي/الدار البيضاء,26900618,14619.850000000002,43,معتمدة,,
2018,اوغسطس,الرياض,حي/الدار البيضاء,4886801,7352.785,16,معتمدة,,
2018,سبتمبر,الرياض,حي/الدار البيضاء,14452388,8771.130000000001,24,معتمدة,,
2018,اكتوبر,الرياض,حي/الدار البيضاء,33970843,22285.936,48,معتمدة,,
2018,نوفمبر,الرياض,حي/الدار البيضاء,28946311,24016.862999999998,53,معتمدة,,
2018,ديسمبر,الرياض,حي/الدار البيضاء,47234576,30903.480000000003,68,معتمدة,,
2018,ديسمبر,الرياض,حي/الدحو,0,0.0,0,معتمدة,,
2018,يناير,الرياض,حي/الدريهمية,4148738,2555.54,8,معتمدة,,
2018,فبراير,الرياض,حي/الدريهمية,2954036,1426.52,4,معتمدة,,
2018,مارس,الرياض,حي/الدريهمية,2115110,962.12,3,معتمدة,,
2018,ابريل,الرياض,حي/الدريهمية,3695363,2012.195,6,معتمدة,,
2018,مايو,الرياض,حي/الدريهمية,3263000,2625.0,5,معتمدة,,
2018,يونيو,الرياض,حي/الدريهمية,1704962,743.75,3,معتمدة,,
2018,يوليو,الرياض,حي/الدريهمية,1403120,781.3,2,معتمدة,,
2018,اوغسطس,الرياض,حي/الدريهمية,11320000,3429.92,4,معتمدة,,
2018,سبتمبر,الرياض,حي/الدريهمية,1167358,485.57000000000005,3,معتمدة,,
2018,اكتوبر,الرياض,حي/الدريهمية,2043450,1085.5,4,معتمدة,,
2018,نوفمبر,الرياض,حي/الدريهمية,3094619,2422.9300000000003,6,معتمدة,,
2018,ديسمبر,الرياض,حي/الدريهمية,2675674,871.8850000000001,5,معتمدة,,
2018,ابريل,الرياض,حي/الدفاع,0,0.0,0,معتمدة,,
2018,يونيو,الرياض,حي/الدفاع,0,0.0,0,معتمدة,,
2018,سبتمبر,الرياض,حي/الدفاع,0,0.0,0,معتمدة,,
2018,مارس,الرياض,حي/الدوبية,1075000,367.24,3,معتمدة,,
2018,مايو,الرياض,حي/الدوبية,0,0.0,0,معتمدة,,
2018,يونيو,الرياض,حي/الدوبية,85000,112.81,1,معتمدة,,
2018,اكتوبر,الرياض,حي/الدوبية,0,0.0,0,معتمدة,,
2018,نوفمبر,الرياض,حي/الدوبية,0,0.0,0,معتمدة,,
2018,ديسمبر,الرياض,حي/الدوبية,243000,177.31,2,معتمدة,,
2018,يناير,الرياض,حي/الديرة,1049000,135.58,1,معتمدة,,
2018,فبراير,الرياض,حي/الديرة,450000,384.45,2,معتمدة,,
2018,مارس,الرياض,حي/الديرة,2080000,131.32,4,معتمدة,,
2018,ابريل,الرياض,حي/الديرة,2000000,1371.58,2,معتمدة,,
